question,type,run,verdict
What is Adam Smith's condition for Li Hua to add decorations to the basement?,Single,3,accurate
What type of instrument does Li Hua play in the basement?,Single,3,accurate
What does RexxarRemar suggest for the community picnic atmosphere?,Single,3,accurate
What is Li Hua's opinion about Yennefer's character?,Single,3,accurate
What is the name of the gym that Wolfgang recommended LiHua to go to?,Single,3,neither
What pizza does LiHua like?,Single,3,error
What does MuradinBronzebeard think about live music?,Single,3,accurate
"What does ThaneChambers propose to do with the ""Warzone"" updates?",Single,3,accurate
Who informs LiHua that the new software is almost done?,Single,3,accurate
Is the time interval more than 7 days between Adam asking LiHua to measure the size of the window and Adam informing Li Hua that he has booked the curtain of the right size?,Multi,3,error
"What does LiHua's plan about wathcing ""The Last of Us""?",Single,3,accurate
What is the opportunity that makes Wolfgang and Yuriko acquaitances?,Multi,3,accurate
Who asks LiHua to measure the window in the basement?,Single,3,error
Which goal does Jake consider incredible from the 2015 match?,Single,3,accurate
What is Li Hua's opinion on the characters in Succession?,Single,3,accurate
When is Wolfgang Schulz's promotion celebration dinner?,Single,3,accurate
Did Wolfgang ask Li Hua if she wants to have pizza for dinner after work today before he wondered if she wanted to have Sichuan hot pot for dinner tonight?,Multi,3,accurate
What does Dacey propose to practice on Saturday?,Single,3,accurate
Li Hua has a difficult client. When did he solve that client's project?,Multi,3,neither
"What scene from ""Red Dead Redemption 2"" does Bronwyn mention as emotional?",Single,3,accurate
What song does Li Hua suggest for the jam session on 20260405?,Single,3,neither
What kind of activities does MalfurionStormrage suggest for the gathering?,Single,3,accurate
Did Chae tell Li Hua that taking a warm shower before sleeping can improve the sleep quality before sharing the neuroscience article with her?,Multi,3,accurate
What team does JakeWatson admire for their comebacks?,Single,3,accurate
What does Saffron say Cersei was blinded by?,Single,3,accurate
Did Hailey announce the new line of high-protein breads before inviting Li Hua to the special bakery event?,Multi,3,accurate
What does Dyllan think about crossplay?,Single,3,accurate
What is the name of the song LiHua suggests revisiting for the band's music session according to their conversation on 20260529?,Single,3,neither
What does Adam say about having friends over?,Single,3,neither
Which game does Helios call a masterpiece for making players feel connected to the characters?,Single,3,accurate
Which game does Dyllan say raised interesting questions and moral dilemmas?,Single,3,accurate
"What was LiHua's unforgettable match in ""Warzone""?",Single,3,accurate
What is LiHua's favorite match involving Barcelona?,Single,3,accurate
Who suggests hitting Starbucks after work on 20260918?,Single,3,accurate
What type of lighting is preferred for the seating area in the community garden?,Single,3,accurate
What does Bronwyn think about the idea of stealth missions?,Single,3,accurate
What are some of the upcoming PS5 exclusives discussed?,Single,3,accurate
What does ChaeSong-hwa suggest binaural tones could enhance?,Single,3,neither
What offer does AdamSmith extend to LiHua regarding the basement?,Single,3,accurate
"Did Yuriko ask Li Hua for help with her studio's homepage before she booked a seat at the ""Central Perk"" cafe?",Multi,3,accurate
What is the name of the café Wolfgang Schulz recommends to Li Hua?,Single,3,error
What aspect of Jaime Lannister's storyline does Rowan find intriguing?,Single,3,accurate
Is the time interval more than 3 days between LiHua confirming that he has received the curtain and Adam asking LiHua if the curtain is all good?,Multi,3,error
What color did Li Hua paint his house before the community garden renovation began?,Null,3,accurate
"Which moment does LiHua find memorable for the ""Man in Black""?",Single,3,accurate
"What did Li Hua eat for dinner on January 20, 2026?",Null,3,accurate
What suggestions does Jennifer give to LiHua to help boost his endurance?,Single,3,error
What songs does ChaeSong-hwa suggest adding to the mix according to the discussion on 2026101?,Single,3,accurate
Who checks in with LiHua about their arm muscles after the bench press session?,Single,3,accurate
What was special about the match against Manchester City in 2022 according to the group discussion?,Single,3,accurate
What does Elara enjoy doing to unwind after intense battles in games?,Single,3,error
How many times does Li Hua train per week now?,Single,3,error
Who scored a stunner in the Manchester City vs. Chelsea match as mentioned in the conversation?,Single,3,accurate
What mission does Gavriel mention that shows Arthur's growth in the game?,Single,3,accurate
What specific gifts did Wolfgang buy for Li Hua during his trip to Hong Kong?,Null,3,accurate
"What type of air-conditioner did Li Hua select for Adam's living room, and how does its temperature regulation compare to the one in the basement?",Null,3,accurate
What does Sova plan to do to keep their cardio interesting?,Single,3,neither
"What type of protein supplements did Li Hua use after the workout on September 19, 2026?",Null,3,accurate
Which game does Caelum mention for encouraging emotional engagement with the narrative?,Single,3,accurate
What does Li Hua like about the curtains?,Single,3,neither
"Who does Li Hua go to watch the movie ""Overwatch 3"" with?",Multi,3,neither
Why is Chae Song-hwa unable to join the rehearsal?,Single,3,accurate
Did Jake Watson and Li Hua discuss the classic matches between FC Barcelona and FC Bayern Munich before the group members discussed the classic matches between FC Barcelona and Real Madrid?,Multi,3,accurate
What makes Wolfgang feel under a lot of pressure according to his conversation with LiHua on 20260905?,Single,3,error
Who offers to help with setting up for the garage sale?,Single,3,accurate
Did the discussion about Jaime Lannister's character occur after the discussion about Cersei Lannister's character?,Multi,3,error
What is JenniferMoore's reminder to LiHua about on 20260919?,Single,3,neither
What type of fusion music does Wolfgang Schulz plan to create with Li Hua during their weekend trip to the music store?,Null,3,neither
What is the proposed solution for making the garden more inviting on sunny days?,Single,3,accurate
Which game is LiHua currently obsessed with for its graphics and storytelling?,Single,3,accurate
What is JakeWatson's favorite memory of Puyol and Piqué playing together?,Single,3,accurate
What does EmilyBurnett think about the future relevance of Westworld's themes?,Single,3,accurate
"Did Wolfgang Schulz recommend the band learns ""Viva la Vida"" by Coldplay after he and Li Hua discussed what song to play this Sunday?",Multi,3,error
What does JenniferMoore suggest to improve performance and prevent injuries?,Single,3,accurate
What skill does Li Hua plan to improve with WolfgangSchulz's help?,Single,3,error
What does Aisling find emotionally impactful about Red Dead Redemption 2's ending?,Single,3,accurate
What are LiHua's favorite snacks for the game?,Single,3,error
Did Li Hua send a message to Jennifer asking for her opinion on protein supplements before he consulted her about his daily protein powder consumption?,Multi,3,error
What game does ThaneChambers consider their top choice for storytelling?,Single,3,accurate
Why does LiHua like Geralt from The Witcher 3?,Single,3,accurate
Who will bring cones for drills at the match?,Single,3,error
What does Lachlan think about Jaime's final decision to protect Cersei?,Single,3,accurate
What does Helios want to know about the game?,Single,3,error
Who proposes the idea of adding tables near the benches?,Single,3,error
What time does WolfgangSchulz propose for going to the grocery store on 20260923?,Single,3,neither
